"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should display the logo, primary nav, cart, and wishlist","chrome","2026-08-26","skipped","2026-08-26","Desktop main navigation","main-nav.spec.ts","",""
"","0","should open the register page from the login form","chrome","2026-08-26","skipped","2026-08-26","Customer register","auth.spec.ts","",""
"","0","should enable add to cart for white / XL","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > Black and white product","pdp-variants.spec.ts","",""
"","0","should place a COD order while logged in and show it under Orders","chrome","2026-08-26","skipped","2026-08-26","Checkout > logged-in checkout","checkout.spec.ts","",""
"","0","should expose every purchasable size on the white-only tee","chrome","2026-08-26","skipped","2026-08-26","Color and stock PDP","catalog-edges.spec.ts","",""
"","0","should select a specific size from the size matrix","chrome","2026-08-26","skipped","2026-08-26","Individual product","pdp.spec.ts","",""
"","0","should not decrease quantity below one","chrome","2026-08-26","skipped","2026-08-26","Individual product","pdp.spec.ts","",""
"","0","should keep place order disabled for an invalid billing email","chrome","2026-08-26","skipped","2026-08-26","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","0","should navigate from homepage to a product and display Add to Cart","chrome","2026-08-26","skipped","2026-08-26","Homepage navigation","navigation.spec.ts","",""
"","0","should remove an item from the wishlist drawer","chrome","2026-08-26","skipped","2026-08-26","Wishlist","wishlist.spec.ts","",""
"","0","should redirect guests from account dashboard to login","chrome","2026-08-26","skipped","2026-08-26","Account deep links as guest","profile.spec.ts","",""
"","0","should open the first valid product from Men PLP","chrome","2026-08-26","skipped","2026-08-26","Categories and products PLP","collections.spec.ts","",""
"","1","should logout from the account sidebar","chrome","2026-08-26","skipped","2026-08-26","Profile","profile.spec.ts","",""
"","0","should place a bank transfer gift order with message, notes, and separate shipping","chrome","2026-08-26","skipped","2026-08-26","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","0","should require an email when only password is entered","chrome","2026-08-26","skipped","2026-08-26","Customer login","auth.spec.ts","",""
"","0","should enable add to cart for black / XXS","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > Black and white product","pdp-variants.spec.ts","",""
"","0","should enable add to cart for white-only size XXS","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > White-only product","pdp-variants.spec.ts","",""
"","0","should enable add to cart for black-only size S","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > Black-only product","pdp-variants.spec.ts","",""
"","0","should open forgot password from the login form","chrome","2026-08-26","skipped","2026-08-26","Forgot password","auth.spec.ts","",""
"","0","should reject an empty submit","chrome","2026-08-26","skipped","2026-08-26","Customer login","auth.spec.ts","",""
"","0","should display phone, WhatsApp, and social links","chrome","2026-08-26","skipped","2026-08-26","Desktop top bar","top-bar.spec.ts","",""
"","0","should treat gift message as optional and cap length at 300 characters","chrome","2026-08-26","skipped","2026-08-26","Gift checkout","checkout-advanced.spec.ts","",""
"","0","should reveal create-account password fields at checkout","chrome","2026-08-26","skipped","2026-08-26","Checkout","checkout.spec.ts","",""
"","0","should increase quantity with the stepper","chrome","2026-08-26","skipped","2026-08-26","Individual product","pdp.spec.ts","",""
"","0","should show the cart page with the added line item","chrome","2026-08-26","skipped","2026-08-26","Cart","cart.spec.ts","",""
"","1","should open Kawaii theme collection","chrome","2026-08-26","skipped","2026-08-26","Categories and products PLP","collections.spec.ts","",""
"","0","should start PayHere for a gift order paid by card","chrome","2026-08-26","skipped","2026-08-26","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","0","should not overflow the white-only PDP horizontally","chrome","2026-08-26","skipped","2026-08-26","PDP layout","pdp-layout.spec.ts","",""
"","0","should open Loyalty and show points","chrome","2026-08-26","skipped","2026-08-26","Profile","profile.spec.ts","",""
"","1","should open Account Details","chrome","2026-08-26","skipped","2026-08-26","Profile","profile.spec.ts","",""
"","0","should open Men → View All Men's","chrome","2026-08-26","skipped","2026-08-26","Desktop main navigation","main-nav.spec.ts","",""
"","0","should open JDM theme collection","chrome","2026-08-26","skipped","2026-08-26","Categories and products PLP","collections.spec.ts","",""
"","0","should save shipping address changes","chrome","2026-08-26","skipped","2026-08-26","Profile","profile.spec.ts","",""
"","0","should show wishlist items on the wishlist page","chrome","2026-08-26","skipped","2026-08-26","Wishlist","wishlist.spec.ts","",""
"","0","should expose footer Facebook link","chrome","2026-08-26","skipped","2026-08-26","Footer info useful links and social","footer.spec.ts","",""
"","0","should decline a Visa card with do not honor","chrome","2026-08-26","skipped","2026-08-26","Checkout > PayHere card payments","checkout.spec.ts","",""
"","0","should block add to cart on an out-of-stock product","chrome","2026-08-26","skipped","2026-08-26","Color and stock PDP","catalog-edges.spec.ts","",""
"","0","should enable add to cart for black / L","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > Black and white product","pdp-variants.spec.ts","",""
"","0","should expose the phone header link","chrome","2026-08-26","skipped","2026-08-26","Desktop top bar","top-bar.spec.ts","",""
"","0","should open the first valid product from Women PLP","chrome","2026-08-26","skipped","2026-08-26","Categories and products PLP","collections.spec.ts","",""
"","0","should load checkout with billing and payment methods","chrome","2026-08-26","skipped","2026-08-26","Checkout","checkout.spec.ts","",""
"","0","should open Collections → Anime","chrome","2026-08-26","skipped","2026-08-26","Desktop main navigation","main-nav.spec.ts","",""
"","0","should redirect guests from orders to login","chrome","2026-08-26","skipped","2026-08-26","Account deep links as guest","profile.spec.ts","",""
"","0","should enable add to cart for white-only size XXL","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > White-only product","pdp-variants.spec.ts","",""
"","0","should show Remember me unchecked by default","chrome","2026-08-26","skipped","2026-08-26","Remember me","auth.spec.ts","",""
"","0","should keep the below-threshold message at the LKR 3,490 boundary","chrome","2026-08-26","skipped","2026-08-26","Free delivery at checkout","checkout-advanced.spec.ts","",""
"","1","should open Originals theme collection","chrome","2026-08-26","skipped","2026-08-26","Categories and products PLP","collections.spec.ts","",""
"","1","should open the cart drawer from the header icon","chrome","2026-08-26","skipped","2026-08-26","Desktop main navigation","main-nav.spec.ts","",""
"","0","should show dashboard greeting and email","chrome","2026-08-26","skipped","2026-08-26","Profile","profile.spec.ts","",""
"","0","should open Women → Oversized T-Shirts","chrome","2026-08-26","skipped","2026-08-26","Desktop main navigation","main-nav.spec.ts","",""
"","0","should convert a wishlist item into a cart line via PDP","chrome","2026-08-26","skipped","2026-08-26","Wishlist","wishlist.spec.ts","",""
"","0","should remove items and show an empty cart","chrome","2026-08-26","skipped","2026-08-26","Cart","cart.spec.ts","",""
"","0","should keep place order disabled when billing is incomplete","chrome","2026-08-26","skipped","2026-08-26","Checkout","checkout.spec.ts","",""
"","1","should enable add to cart for black-only size XXXL","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > Black-only product","pdp-variants.spec.ts","",""
"","0","should open Women → View All Women's","chrome","2026-08-26","skipped","2026-08-26","Desktop main navigation","main-nav.spec.ts","",""
"","0","should add every black-only size to the cart","chrome","2026-08-26","skipped","2026-08-26","PDP variant matrix > Black-only product","pdp-variants.spec.ts","",""
