"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3303","should open Collections → Culture","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","4734","should start PayHere for a gift order paid by card","chrome","2026-08-17","passed","2026-08-17","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","2016","should show password rules when password is missing","chrome","2026-08-17","passed","2026-08-17","Customer register","auth.spec.ts","",""
"","4181","should restore the Login link after Logout","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","3241","should reject an invalid email on register","chrome","2026-08-17","passed","2026-08-17","Customer register","auth.spec.ts","",""
"","2561","should open Women collection with products","chrome","2026-08-17","passed","2026-08-17","Categories and products PLP","collections.spec.ts","",""
"","17428","should reveal create-account password fields at checkout","chrome","2026-08-17","failed","2026-08-17","Checkout","checkout.spec.ts","",""
"","2330","should expose the phone header link","chrome","2026-08-17","passed","2026-08-17","Desktop top bar","top-bar.spec.ts","",""
"","1754","should open Size guide from the footer","chrome","2026-08-17","passed","2026-08-17","Footer info useful links and social","footer.spec.ts","",""
"","2292","should open Men collection with products","chrome","2026-08-17","passed","2026-08-17","Categories and products PLP","collections.spec.ts","",""
"","17388","should remove items and show an empty cart","chrome","2026-08-17","failed","2026-08-17","Cart","cart.spec.ts","",""
"","3533","should open the account dashboard from the header greeting","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","2692","should add the product to the wishlist from PDP","chrome","2026-08-17","passed","2026-08-17","Individual product","pdp.spec.ts","",""
"","17454","should merge guest cart into the account after login","chrome","2026-08-17","failed","2026-08-17","Guest cart session","checkout-advanced.spec.ts","",""
"","1684","should open Shipping & Delivery from the footer","chrome","2026-08-17","passed","2026-08-17","Footer info useful links and social","footer.spec.ts","",""
"","3355","should accept an unmatched search query without leaving the homepage","chrome","2026-08-17","passed","2026-08-17","Product search","search.spec.ts","",""
"","2459","should show empty state for Culture theme collection","chrome","2026-08-17","passed","2026-08-17","Theme collection empty states","catalog-edges.spec.ts","",""
"","5029","should show dashboard greeting and email","chrome","2026-08-17","passed","2026-08-17","Profile","profile.spec.ts","",""
"","1379","should open JDM theme collection","chrome","2026-08-17","passed","2026-08-17","Categories and products PLP","collections.spec.ts","",""
"","2178","should add a color-variant product to cart with color and size","chrome","2026-08-17","passed","2026-08-17","Color and stock PDP","catalog-edges.spec.ts","",""
"","1669","should open Anime theme collection","chrome","2026-08-17","passed","2026-08-17","Categories and products PLP","collections.spec.ts","",""
"","1373","should open Originals theme collection","chrome","2026-08-17","passed","2026-08-17","Categories and products PLP","collections.spec.ts","",""
"","1524","should open Exchange promo to return policy","chrome","2026-08-17","passed","2026-08-17","Footer info useful links and social","footer.spec.ts","",""
"","2515","should open the register page from the login form","chrome","2026-08-17","passed","2026-08-17","Customer register","auth.spec.ts","",""
"","1979","should expose the facebook header link","chrome","2026-08-17","passed","2026-08-17","Desktop top bar","top-bar.spec.ts","",""
"","2536","should reject an invalid newsletter email","chrome","2026-08-17","passed","2026-08-17","Newsletter","home.spec.ts","",""
"","6610","should send a password reset email message","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","17375","should show multiple line items when two products are added","chrome","2026-08-17","failed","2026-08-17","Cart","cart.spec.ts","",""
"","1624","should open Privacy Policy from the footer","chrome","2026-08-17","passed","2026-08-17","Footer info useful links and social","footer.spec.ts","",""
"","1632","should allow Remember me to be checked and unchecked","chrome","2026-08-17","passed","2026-08-17","Remember me","auth.spec.ts","",""
"","17408","should proceed to checkout from the cart page","chrome","2026-08-17","failed","2026-08-17","Cart","cart.spec.ts","",""
"","3030","should expose footer WhatsApp link","chrome","2026-08-17","passed","2026-08-17","Footer info useful links and social","footer.spec.ts","",""
"","7721","should register a new account and prompt for email confirmation","chrome","2026-08-17","passed","2026-08-17","Customer register","auth.spec.ts","",""
"","5371","should add a reward to the next order queue","chrome","2026-08-17","passed","2026-08-17","Rewards","rewards.spec.ts","",""
"","7615","should accept a valid newsletter email","chrome","2026-08-17","passed","2026-08-17","Newsletter","home.spec.ts","",""
"","1","should open Rewards from Redeem Points","chrome","2026-08-17","skipped","2026-08-17","Profile","profile.spec.ts","",""
"","6554","should stay signed in after reload when Remember me is checked","chrome","2026-08-17","passed","2026-08-17","Remember me","auth.spec.ts","",""
"","2276","should show empty state for Kawaii theme collection","chrome","2026-08-17","passed","2026-08-17","Theme collection empty states","catalog-edges.spec.ts","",""
"","3498","should open Women → View All Women's","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","1964","should show wishlist items on the wishlist page","chrome","2026-08-17","passed","2026-08-17","Wishlist","wishlist.spec.ts","",""
"","17394","should load checkout with billing and payment methods","chrome","2026-08-17","failed","2026-08-17","Checkout","checkout.spec.ts","",""
"","3541","should open Men → View All Men's","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","4972","should open order detail from the Orders list","chrome","2026-08-17","passed","2026-08-17","Profile","profile.spec.ts","",""
"","19385","should place a successful Visa card order via PayHere sandbox","chrome","2026-08-17","failed","2026-08-17","Checkout > PayHere card payments","checkout.spec.ts","",""
"","17477","should persist guest cart items after reload","chrome","2026-08-17","failed","2026-08-17","Guest cart session","checkout-advanced.spec.ts","",""
"","2763","should open Collections → Kawaii","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","2063","should require an email when only password is entered","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","1731","should require an email on forgot password","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","18439","should place a bank transfer order as a guest","chrome","2026-08-17","failed","2026-08-17","Checkout","checkout.spec.ts","",""
"","1559","should fail to render PDP controls for lowercase product slug","chrome","2026-08-17","passed","2026-08-17","Color and stock PDP","catalog-edges.spec.ts","",""
"","4421","should open Women → Oversized T-Shirts","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","0","should logout from the account sidebar","chrome","2026-08-17","skipped","2026-08-17","Profile","profile.spec.ts","",""
"","9","should decline a Visa card with insufficient funds","chrome","2026-08-17","skipped","2026-08-17","Checkout > PayHere card payments","checkout.spec.ts","",""
"","5211","should show usable points and rewards catalog","chrome","2026-08-17","passed","2026-08-17","Rewards","rewards.spec.ts","",""
"","2886","should change the active slide when next is clicked","chrome","2026-08-17","passed","2026-08-17","Carousel","home.spec.ts","",""
"","1605","should open the login page from the header","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","1874","should show empty state for JDM theme collection","chrome","2026-08-17","passed","2026-08-17","Theme collection empty states","catalog-edges.spec.ts","",""
"","2308","should redirect guests from orders to login","chrome","2026-08-17","passed","2026-08-17","Account deep links as guest","profile.spec.ts","",""
"","2473","should show Remember me unchecked by default","chrome","2026-08-17","passed","2026-08-17","Remember me","auth.spec.ts","",""
"","17584","should place a COD order with a separate shipping address","chrome","2026-08-17","failed","2026-08-17","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","17455","should decrease quantity on the cart page","chrome","2026-08-17","failed","2026-08-17","Cart","cart.spec.ts","",""
"","1339","should open Culture theme collection","chrome","2026-08-17","passed","2026-08-17","Categories and products PLP","collections.spec.ts","",""
"","2775","should open the wishlist drawer from the header icon","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","18292","should convert a wishlist item into a cart line via PDP","chrome","2026-08-17","failed","2026-08-17","Wishlist","wishlist.spec.ts","",""
"","21282","should persist cart items for a logged-in customer after reload","chrome","2026-08-17","failed","2026-08-17","Cart","cart.spec.ts","",""
"","3014","should navigate to Men from the top-level nav","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","2568","should redirect guests from account dashboard to login","chrome","2026-08-17","passed","2026-08-17","Account deep links as guest","profile.spec.ts","",""
"","3364","should open Collections → Anime","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","3303","should open Women → Regular T-Shirts","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","2773","should open the cart drawer from the header icon","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","18150","should place a COD order as a guest","chrome","2026-08-17","failed","2026-08-17","Checkout","checkout.spec.ts","",""
"","17395","should treat gift message as optional and cap length at 300 characters","chrome","2026-08-17","failed","2026-08-17","Gift checkout","checkout-advanced.spec.ts","",""
"","1481","should return to the homepage when the logo is clicked","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","3700","should toggle show/hide password on the login form","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","3336","should expose footer TikTok link","chrome","2026-08-17","passed","2026-08-17","Footer info useful links and social","footer.spec.ts","",""
"","2964","should keep subscribe disabled when email is empty","chrome","2026-08-17","passed","2026-08-17","Newsletter","home.spec.ts","",""
"","1592","should require a size before add to cart is available","chrome","2026-08-17","passed","2026-08-17","Individual product","pdp.spec.ts","",""
"","5483","should open Orders from the account menu","chrome","2026-08-17","passed","2026-08-17","Profile","profile.spec.ts","",""
"","3050","should reject a wrong password with an error toast","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","3370","should remove an item from the wishlist drawer","chrome","2026-08-17","passed","2026-08-17","Wishlist","wishlist.spec.ts","",""
"","1640","should show title, price, and add to cart controls","chrome","2026-08-17","passed","2026-08-17","Individual product","pdp.spec.ts","",""
"","24686","should apply a queued reward on the next checkout","chrome","2026-08-17","failed","2026-08-17","Rewards","rewards.spec.ts","",""
"","2940","should reject an unknown email with an error toast","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
"","17402","should keep place order disabled for an invalid billing email","chrome","2026-08-17","failed","2026-08-17","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","4066","should open Men → Oversized T-Shirts","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","4150","should open Men → Hoodies","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","17431","should proceed to checkout from the cart drawer","chrome","2026-08-17","failed","2026-08-17","Cart","cart.spec.ts","",""
"","3521","should open Men → Regular T-Shirts","chrome","2026-08-17","passed","2026-08-17","Desktop main navigation","main-nav.spec.ts","",""
"","7215","should add quantity greater than one to the cart","chrome","2026-08-17","failed","2026-08-17","Individual product","pdp.spec.ts","",""
"","3414","should reject an invalid email format with an error toast","chrome","2026-08-17","passed","2026-08-17","Customer login","auth.spec.ts","",""
