"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16963","should reveal create-account password fields at checkout","chrome","2026-08-22","failed","2026-08-22","Checkout","checkout.spec.ts","",""
"","1339","should open Returns from the footer","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","17047","should remove items and show an empty cart","chrome","2026-08-22","failed","2026-08-22","Cart","cart.spec.ts","",""
"","6478","should fail to render PDP controls for lowercase product slug","chrome","2026-08-22","failed","2026-08-22","Color and stock PDP","catalog-edges.spec.ts","",""
"","1381","should open the register page from the login form","chrome","2026-08-22","passed","2026-08-22","Customer register","auth.spec.ts","",""
"","1395","should open Contact from the footer","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","1151","should open Kawaii theme collection","chrome","2026-08-22","passed","2026-08-22","Categories and products PLP","collections.spec.ts","",""
"","3525","should open Men → Hoodies","chrome","2026-08-22","passed","2026-08-22","Desktop main navigation","main-nav.spec.ts","",""
"","1","should decline a MasterCard when limit is exceeded","chrome","2026-08-22","skipped","2026-08-22","Checkout > PayHere card payments","checkout.spec.ts","",""
"","2300","should open Women collection with products","chrome","2026-08-22","passed","2026-08-22","Categories and products PLP","collections.spec.ts","",""
"","1","should decline a Visa card with do not honor","chrome","2026-08-22","skipped","2026-08-22","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1963","should open About us from the footer","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","1326","should block checkout when the cart is empty","chrome","2026-08-22","passed","2026-08-22","Checkout","checkout.spec.ts","",""
"","6539","should expose at least one purchasable size on the sample tee","chrome","2026-08-22","failed","2026-08-22","Color and stock PDP","catalog-edges.spec.ts","",""
"","1272","should expose footer Instagram link","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","1369","should open Privacy Policy from the footer","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","1178","should open Culture theme collection","chrome","2026-08-22","passed","2026-08-22","Categories and products PLP","collections.spec.ts","",""
"","3312","should open Collections → Originals","chrome","2026-08-22","passed","2026-08-22","Desktop main navigation","main-nav.spec.ts","",""
"","1518","should expose footer TikTok link","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","1227","should open forgot password from the login form","chrome","2026-08-22","passed","2026-08-22","Customer login","auth.spec.ts","",""
"","1808","should require a size before add to cart is available","chrome","2026-08-22","passed","2026-08-22","Individual product","pdp.spec.ts","",""
"","17288","should accept an unmatched search query without leaving the homepage","chrome","2026-08-22","failed","2026-08-22","Product search","search.spec.ts","",""
"","1903","should require a password when only email is entered","chrome","2026-08-22","passed","2026-08-22","Customer login","auth.spec.ts","",""
"","6511","should accept a valid newsletter email","chrome","2026-08-22","passed","2026-08-22","Newsletter","home.spec.ts","",""
"","17176","should increase quantity on the cart page","chrome","2026-08-22","failed","2026-08-22","Cart","cart.spec.ts","",""
"","3554","should open Women → Regular T-Shirts","chrome","2026-08-22","passed","2026-08-22","Desktop main navigation","main-nav.spec.ts","",""
"","1187","should open Originals theme collection","chrome","2026-08-22","passed","2026-08-22","Categories and products PLP","collections.spec.ts","",""
"","2254","should show Remember me unchecked by default","chrome","2026-08-22","passed","2026-08-22","Remember me","auth.spec.ts","",""
"","3237","should open the account dashboard from the header greeting","chrome","2026-08-22","passed","2026-08-22","Customer login","auth.spec.ts","",""
"","1","should add a reward to the next order queue","chrome","2026-08-22","skipped","2026-08-22","Rewards","rewards.spec.ts","",""
"","1244","should show products on the Anime theme collection","chrome","2026-08-22","passed","2026-08-22","Categories and products PLP","collections.spec.ts","",""
"","1354","should open Shipping & Delivery from the footer","chrome","2026-08-22","passed","2026-08-22","Footer info useful links and social","footer.spec.ts","",""
"","2912","should add the product to the wishlist from PDP","chrome","2026-08-22","passed","2026-08-22","Individual product","pdp.spec.ts","",""
"","1221","should redirect guests from orders to login","chrome","2026-08-22","passed","2026-08-22","Account deep links as guest","profile.spec.ts","",""
"","17726","should select a specific size from the size matrix","chrome","2026-08-22","failed","2026-08-22","Individual product","pdp.spec.ts","",""
"","3314","should open Collections → JDM","chrome","2026-08-22","passed","2026-08-22","Desktop main navigation","main-nav.spec.ts","",""
"","16916","should clear a selected COD payment when the order is marked as a gift","chrome","2026-08-22","failed","2026-08-22","Gift checkout","checkout-advanced.spec.ts","",""
"","6669","should enable add to cart after selecting a size","chrome","2026-08-22","failed","2026-08-22","Individual product","pdp.spec.ts","",""
"","2","should open Account Details","chrome","2026-08-22","skipped","2026-08-22","Profile","profile.spec.ts","",""
"","1283","should show the hero carousel with multiple slides","chrome","2026-08-22","passed","2026-08-22","Carousel","home.spec.ts","",""
"","8486","should add a product to the cart and show a success toast","chrome","2026-08-22","failed","2026-08-22","Homepage navigation","navigation.spec.ts","",""
"","7291","should register a new account and prompt for email confirmation","chrome","2026-08-22","passed","2026-08-22","Customer register","auth.spec.ts","",""
"","1463","should reject an invalid newsletter email","chrome","2026-08-22","passed","2026-08-22","Newsletter","home.spec.ts","",""
"","8532","should navigate from homepage to a product and display Add to Cart","chrome","2026-08-22","failed","2026-08-22","Homepage navigation","navigation.spec.ts","",""
"","1757","should allow Remember me to be checked and unchecked","chrome","2026-08-22","passed","2026-08-22","Remember me","auth.spec.ts","",""
"","2563","should reject a wrong password with an error toast","chrome","2026-08-22","passed","2026-08-22","Customer login","auth.spec.ts","",""
