"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4690","should toggle show/hide password on the login form","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","2607","should expose the whatsapp header link","chrome","2026-08-15","passed","2026-08-15","Desktop top bar","top-bar.spec.ts","",""
"","3345","should require a password when only email is entered","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","4443","should open the account dashboard from the header greeting","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","4119","should open Men → Hoodies","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3030","should navigate to Men from the top-level nav","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3647","should open the register page from the login form","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","3914","should reject an unknown email with an error toast","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","3044","should expose the instagram header link","chrome","2026-08-15","passed","2026-08-15","Desktop top bar","top-bar.spec.ts","",""
"","4022","should open Collections → Kawaii","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","2872","should open the wishlist drawer from the header icon","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3423","should open Women → Hoodies","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","4949","should reject an email that is already registered","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","4199","should require an email on empty register submit","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","3742","should open Women → Regular T-Shirts","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3785","should require an email when only password is entered","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","2662","should open forgot password from the login form","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","4427","should reject an invalid email on register","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","3851","should open Women → Oversized T-Shirts","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3584","should open Collections → Anime","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3242","should return to the homepage when the logo is clicked","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3544","should reject an empty submit","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","3393","should open the login page from the header","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","3439","should link back to login from the register form","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","4040","should open Men → Oversized T-Shirts","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3797","should open Collections → Originals","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3675","should navigate to Collections from the top-level nav","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","4423","should reject an invalid email format with an error toast","chrome","2026-08-15","passed","2026-08-15","Customer login","auth.spec.ts","",""
"","4379","should show password rules when password is missing","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","2857","should expose the phone header link","chrome","2026-08-15","passed","2026-08-15","Desktop top bar","top-bar.spec.ts","",""
"","2933","should open the cart drawer from the header icon","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3980","should open Collections → Culture","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","3087","should allow Remember me to be checked and unchecked","chrome","2026-08-15","passed","2026-08-15","Remember me","auth.spec.ts","",""
"","8167","should register a new account and prompt for email confirmation","chrome","2026-08-15","passed","2026-08-15","Customer register","auth.spec.ts","",""
"","3649","should open Collections → JDM","chrome","2026-08-15","passed","2026-08-15","Desktop main navigation","main-nav.spec.ts","",""
"","8112","should stay signed in after reload when Remember me is checked","chrome","2026-08-15","passed","2026-08-15","Remember me","auth.spec.ts","",""
